"accession","biosample_acc","length","genome_region","host","country","isolation","collection_date","release_date","name"
"ALG00964","SAMN04040306","676","GP-Spike","Homo sapiens","Liberia","blood","2014/08/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10195, partial genome"
"ALG00965","SAMN04040306","364","GP-Small","Homo sapiens","Liberia","blood","2014/08/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10195, partial genome"
"ALG00966","SAMN04040306","297","GP-Second","Homo sapiens","Liberia","blood","2014/08/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10195, partial genome"
"ALG00967","SAMN04040306","288","vp30","Homo sapiens","Liberia","blood","2014/08/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10195, partial genome"
"ALG00968","SAMN04040306","251","vp24","Homo sapiens","Liberia","blood","2014/08/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10195, partial genome"
"ALG00969","SAMN04040306","2212","L","Homo sapiens","Liberia","blood","2014/08/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10195, partial genome"
"ALG01132","SAMN04040307","739","NP","Homo sapiens","Liberia","blood","2014/08/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10196, partial genome"
"ALG01133","SAMN04040307","340","vp35","Homo sapiens","Liberia","blood","2014/08/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10196, partial genome"
"ALG01134","SAMN04040307","326","vp40","Homo sapiens","Liberia","blood","2014/08/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10196, partial genome"
"ALG01135","SAMN04040307","676","GP-Spike","Homo sapiens","Liberia","blood","2014/08/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10196, partial genome"
"ALG01136","SAMN04040307","364","GP-Small","Homo sapiens","Liberia","blood","2014/08/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10196, partial genome"
"ALG01137","SAMN04040307","297","GP-Second","Homo sapiens","Liberia","blood","2014/08/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10196, partial genome"
"ALG01138","SAMN04040307","288","vp30","Homo sapiens","Liberia","blood","2014/08/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10196, partial genome"
"ALG01139","SAMN04040307","251","vp24","Homo sapiens","Liberia","blood","2014/08/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10196, partial genome"
"ALG01140","SAMN04040307","2212","L","Homo sapiens","Liberia","blood","2014/08/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10196, partial genome"
"ALG01339","SAMN04040308","739","NP","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10201, partial genome"
"ALG01340","SAMN04040308","340","vp35","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10201, partial genome"
"ALG01341","SAMN04040308","326","vp40","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10201, partial genome"
"ALG01342","SAMN04040308","676","GP-Spike","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10201, partial genome"
"ALG01343","SAMN04040308","364","GP-Small","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10201, partial genome"
"ALG01344","SAMN04040308","297","GP-Second","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10201, partial genome"
"ALG01345","SAMN04040308","288","vp30","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10201, partial genome"
"ALG01346","SAMN04040308","251","vp24","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10201, partial genome"
"ALG01347","SAMN04040308","2212","L","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10201, partial genome"
"ALG01789","SAMN04040309","739","NP","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10202, partial genome"
"ALG01790","SAMN04040309","340","vp35","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10202, partial genome"
"ALG01791","SAMN04040309","326","vp40","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10202, partial genome"
"ALG01792","SAMN04040309","676","GP-Spike","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10202, partial genome"
"ALG01793","SAMN04040309","364","GP-Small","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10202, partial genome"
"ALG01794","SAMN04040309","297","GP-Second","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10202, partial genome"
"ALG01795","SAMN04040309","288","vp30","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10202, partial genome"
"ALG01796","SAMN04040309","251","vp24","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10202, partial genome"
"ALG01797","SAMN04040309","2212","L","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10202, partial genome"
"ALG01114","SAMN04040310","739","NP","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10204, partial genome"
"ALG01115","SAMN04040310","340","vp35","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10204, partial genome"
"ALG01116","SAMN04040310","326","vp40","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10204, partial genome"
"ALG01117","SAMN04040310","676","GP-Spike","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10204, partial genome"
"ALG01118","SAMN04040310","364","GP-Small","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10204, partial genome"
"ALG01119","SAMN04040310","297","GP-Second","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10204, partial genome"
"ALG01120","SAMN04040310","288","vp30","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10204, partial genome"
"ALG01121","SAMN04040310","251","vp24","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10204, partial genome"
"ALG01122","SAMN04040310","2212","L","Homo sapiens","Liberia","blood","2014/08/27","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10204, partial genome"
"ALG01744","SAMN04040311","739","NP","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10205, partial genome"
"ALG01745","SAMN04040311","340","vp35","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10205, partial genome"
"ALG01746","SAMN04040311","326","vp40","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10205, partial genome"
"ALG01747","SAMN04040311","676","GP-Spike","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10205, partial genome"
"ALG01748","SAMN04040311","364","GP-Small","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10205, partial genome"
"ALG01749","SAMN04040311","297","GP-Second","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10205, partial genome"
"ALG01750","SAMN04040311","288","vp30","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10205, partial genome"
"ALG01751","SAMN04040311","251","vp24","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10205, partial genome"
"ALG01752","SAMN04040311","2212","L","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10205, partial genome"
"ALG01546","SAMN04040312","739","NP","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10208, partial genome"
"ALG01547","SAMN04040312","340","vp35","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10208, partial genome"
"ALG01548","SAMN04040312","326","vp40","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10208, partial genome"
"ALG01549","SAMN04040312","676","GP-Spike","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10208, partial genome"
"ALG01550","SAMN04040312","364","GP-Small","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10208, partial genome"
"ALG01551","SAMN04040312","297","GP-Second","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10208, partial genome"
"ALG01552","SAMN04040312","288","vp30","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10208, partial genome"
"ALG01553","SAMN04040312","251","vp24","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10208, partial genome"
"ALG01554","SAMN04040312","2212","L","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10208, partial genome"
"ALG01924","SAMN04040313","739","NP","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10209, partial genome"
"ALG01925","SAMN04040313","340","vp35","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10209, partial genome"
"ALG01926","SAMN04040313","326","vp40","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10209, partial genome"
"ALG01927","SAMN04040313","676","GP-Spike","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10209, partial genome"
"ALG01928","SAMN04040313","364","GP-Small","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10209, partial genome"
"ALG01929","SAMN04040313","297","GP-Second","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10209, partial genome"
"ALG01930","SAMN04040313","288","vp30","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10209, partial genome"
"ALG01931","SAMN04040313","251","vp24","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10209, partial genome"
"ALG01932","SAMN04040313","2212","L","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10209, partial genome"
"ALG01474","SAMN04040314","739","NP","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10210, partial genome"
"ALG01475","SAMN04040314","340","vp35","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10210, partial genome"
"ALG01476","SAMN04040314","326","vp40","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10210, partial genome"
"ALG01477","SAMN04040314","676","GP-Spike","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10210, partial genome"
"ALG01478","SAMN04040314","364","GP-Small","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10210, partial genome"
"ALG01479","SAMN04040314","297","GP-Second","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10210, partial genome"
"ALG01480","SAMN04040314","288","vp30","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10210, partial genome"
"ALG01481","SAMN04040314","251","vp24","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10210, partial genome"
"ALG01482","SAMN04040314","2212","L","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10210, partial genome"
"ALG01942","SAMN04040315","739","NP","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10212, partial genome"
"ALG01943","SAMN04040315","340","vp35","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10212, partial genome"
"ALG01944","SAMN04040315","326","vp40","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10212, partial genome"
"ALG01945","SAMN04040315","676","GP-Spike","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10212, partial genome"
"ALG01946","SAMN04040315","364","GP-Small","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10212, partial genome"
"ALG01947","SAMN04040315","297","GP-Second","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10212, partial genome"
"ALG01948","SAMN04040315","288","vp30","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10212, partial genome"
"ALG01949","SAMN04040315","251","vp24","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10212, partial genome"
"ALG01950","SAMN04040315","2212","L","Homo sapiens","Liberia","blood","2014/09/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10212, partial genome"
"ALG02086","SAMN04040316","739","NP","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10214, partial genome"
"ALG02087","SAMN04040316","340","vp35","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10214, partial genome"
"ALG02088","SAMN04040316","326","vp40","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10214, partial genome"
"ALG02089","SAMN04040316","676","GP-Spike","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10214, partial genome"
"ALG02090","SAMN04040316","364","GP-Small","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10214, partial genome"
"ALG02091","SAMN04040316","297","GP-Second","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10214, partial genome"
"ALG02092","SAMN04040316","288","vp30","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10214, partial genome"
"ALG02093","SAMN04040316","251","vp24","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10214, partial genome"
"ALG02094","SAMN04040316","2192","L","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10214, partial genome"
"ALG01492","SAMN04040317","739","NP","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10217, partial genome"
"ALG01493","SAMN04040317","340","vp35","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10217, partial genome"
"ALG01494","SAMN04040317","326","vp40","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10217, partial genome"
"ALG01495","SAMN04040317","676","GP-Spike","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10217, partial genome"
"ALG01496","SAMN04040317","364","GP-Small","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10217, partial genome"
"ALG01497","SAMN04040317","297","GP-Second","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10217, partial genome"
"ALG01498","SAMN04040317","288","vp30","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10217, partial genome"
"ALG01499","SAMN04040317","251","vp24","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10217, partial genome"
"ALG01500","SAMN04040317","2212","L","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10217, partial genome"
"ALG01141","SAMN04040318","739","NP","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10218, partial genome"
"ALG01142","SAMN04040318","340","vp35","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10218, partial genome"
"ALG01143","SAMN04040318","326","vp40","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10218, partial genome"
"ALG01144","SAMN04040318","676","GP-Spike","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10218, partial genome"
"ALG01145","SAMN04040318","364","GP-Small","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10218, partial genome"
"ALG01146","SAMN04040318","297","GP-Second","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10218, partial genome"
"ALG01147","SAMN04040318","288","vp30","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10218, partial genome"
"ALG01148","SAMN04040318","251","vp24","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10218, partial genome"
"ALG01149","SAMN04040318","2212","L","Homo sapiens","Liberia","blood","2014/09/29","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10218, partial genome"
"ALG01330","SAMN04040319","739","NP","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10222, partial genome"
"ALG01331","SAMN04040319","340","vp35","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10222, partial genome"
"ALG01332","SAMN04040319","326","vp40","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10222, partial genome"
"ALG01333","SAMN04040319","676","GP-Spike","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10222, partial genome"
"ALG01334","SAMN04040319","364","GP-Small","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10222, partial genome"
"ALG01335","SAMN04040319","297","GP-Second","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10222, partial genome"
"ALG01336","SAMN04040319","288","vp30","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10222, partial genome"
"ALG01337","SAMN04040319","251","vp24","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10222, partial genome"
"ALG01338","SAMN04040319","2201","L","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10222, partial genome"
"ALG01294","SAMN04040320","739","NP","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10223, partial genome"
"ALG01295","SAMN04040320","340","vp35","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10223, partial genome"
"ALG01296","SAMN04040320","326","vp40","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10223, partial genome"
"ALG01297","SAMN04040320","676","GP-Spike","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10223, partial genome"
"ALG01298","SAMN04040320","364","GP-Small","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10223, partial genome"
"ALG01299","SAMN04040320","297","GP-Second","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10223, partial genome"
"ALG01300","SAMN04040320","288","vp30","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10223, partial genome"
"ALG01301","SAMN04040320","251","vp24","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10223, partial genome"
"ALG01302","SAMN04040320","2212","L","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10223, partial genome"
